Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
940,0,********,0,0,0,2,2,1,3.0,1,1,68,83,78
941,1,********,6,0,1,1,3,1,5.0,1,0,54,67,54
942,0,********,5,0,1,0,1,1,2.0,1,1,62,71,72
943,0,********,6,1,0,1,0,1,7.0,1,0,65,79,85
944,0,********,2,1,1,1,1,0,5.0,1,2,72,75,66
945,1,********,4,1,1,0,2,1,0.0,2,2,89,89,89
946,0,********,0,0,1,4,2,1,1.0,0,0,49,55,56
947,1,********,2,1,1,1,0,0,3.0,1,0,66,65,63
948,0,********,2,1,1,1,2,1,3.0,1,2,74,81,77
949,1,********,6,0,0,1,2,0,1.0,0,0,47,49,55
950,1,********,0,1,1,1,0,1,3.0,0,0,64,56,52
951,0,********,4,0,0,2,1,1,4.0,0,0,49,59,58
952,0,********,4,0,1,1,2,0,2.0,1,1,49,65,55
953,0,********,3,0,1,2,2,1,1.0,1,1,43,44,52
954,1,********,2,1,1,1,2,1,0.0,1,0,71,55,51
955,1,********,2,0,1,1,1,1,1.0,2,0,50,52,45
956,1,********,4,1,1,2,2,1,1.0,0,0,79,65,66
957,0,********,3,1,0,1,0,1,3.0,2,1,87,90,95
958,1,********,6,0,1,1,2,0,1.0,1,2,52,53,47
959,0,********,4,1,1,1,2,0,3.0,1,1,61,72,69
960,1,********,6,1,1,1,0,1,7.0,1,0,68,70,66
961,1,********,6,1,1,2,0,0,2.0,0,1,56,57,52
962,1,********,2,0,0,1,0,0,3.0,1,0,68,76,71
963,0,********,2,1,1,1,2,1,0.0,1,0,72,76,75
964,0,********,0,0,1,2,0,1,3.0,1,2,42,50,49
965,1,********,5,0,0,1,2,1,2.0,1,2,76,80,76
966,1,********,4,1,1,1,2,0,3.0,1,0,74,69,65
967,1,********,0,1,1,1,1,1,2.0,0,1,47,40,40
968,1,********,4,1,0,1,3,0,2.0,0,0,61,59,58
969,0,********,4,1,2,1,1,0,3.0,1,0,99,100,100
971,0,********,4,1,0,1,2,0,1.0,0,0,73,75,81
972,0,********,0,1,1,2,1,0,2.0,2,0,74,76,75
973,0,********,3,1,0,1,0,0,1.0,2,2,78,98,100
974,1,********,0,0,1,2,1,1,3.0,0,1,74,71,70
975,1,********,5,1,1,2,2,1,2.0,1,0,49,48,44
976,0,********,5,0,2,1,2,1,1.0,0,1,58,67,63
978,1,********,4,1,1,4,2,1,1.0,1,0,57,69,59
979,1,********,5,1,0,2,1,1,5.0,0,0,84,82,76
980,1,********,0,0,1,0,1,0,3.0,1,0,70,63,59
981,0,********,5,1,0,0,1,1,0.0,2,0,70,59,69
983,1,********,1,0,1,2,1,0,3.0,0,1,51,49,48
984,1,********,0,1,0,1,2,1,2.1458942516082424,0,0,85,82,85
985,1,********,2,0,1,2,0,0,1.0,0,0,41,45,39
986,0,********,4,1,1,0,2,1,2.0,1,0,40,45,47
987,0,********,5,1,1,2,1,1,2.0,1,3,64,73,75
988,1,********,0,1,1,1,3,0,1.0,0,0,67,65,60
989,1,********,4,0,1,0,1,1,2.0,1,0,52,60,56
990,0,********,1,0,1,1,1,0,3.0,0,0,11,24,18
991,0,********,5,1,0,1,1,0,3.0,0,1,84,86,86
992,0,********,4,0,0,4,1,0,2.1458942516082424,0,0,67,78,76
993,0,********,0,1,1,1,2,1,0.0,0,0,82,87,82
994,0,********,6,1,1,1,2,1,2.0,1,0,79,86,88
995,1,********,0,1,1,1,1,1,0.0,1,0,77,79,79
996,0,********,4,0,1,2,2,0,2.0,1,1,32,36,37
997,1,********,3,0,1,1,3,1,2.0,0,1,75,68,67
998,0,********,3,1,2,1,2,1,2.1458942516082424,1,1,61,62,71
999,0,********,2,1,1,1,2,0,4.0,1,0,43,47,39
0,0,********,5,0,1,1,2,0,3.0,1,0,49,68,66
1,0,********,0,1,2,3,2,1,0.0,1,1,68,78,82
2,0,********,4,1,1,0,2,1,1.0,0,0,72,68,68
3,0,********,0,1,0,2,1,0,1.0,0,0,51,64,64
4,1,********,5,1,0,1,3,1,0.0,0,2,97,95,96
5,1,********,4,1,1,2,1,2,1.0,1,0,84,71,72
6,0,********,2,1,1,1,3,0,4.0,1,0,70,80,78
8,0,********,6,1,0,1,2,1,2.0,1,0,76,87,83
9,0,********,4,1,0,1,2,1,2.0,1,0,63,71,68
10,0,********,0,1,1,1,2,1,5.0,1,0,47,46,49
11,0,********,0,1,1,1,1,1,3.0,2,0,72,88,86
12,0,********,4,1,2,2,2,1,7.0,1,1,97,96,98
14,0,********,4,0,1,1,0,1,3.0,0,0,55,76,66
15,0,********,4,1,1,2,1,1,3.0,1,0,71,81,80
16,1,********,0,1,2,1,2,1,3.0,1,0,71,58,55
17,1,********,0,1,1,1,1,2,1.0,1,0,83,77,75
18,0,********,4,1,1,1,1,0,4.0,0,2,63,72,73
19,0,********,3,0,1,1,2,1,1.0,0,0,44,66,63
20,0,********,5,1,1,0,2,1,2.0,1,1,49,61,51
21,0,********,4,0,1,1,1,0,1.0,1,0,76,79,83
23,0,********,0,1,1,0,1,2,5.0,2,0,90,99,95
24,0,********,0,1,2,0,2,0,1.0,1,1,85,98,94
25,0,********,2,1,1,2,2,1,0.0,0,1,64,77,68
26,1,********,0,0,0,3,2,1,3.0,1,0,71,77,69
27,1,********,5,0,1,2,1,1,0.0,0,0,58,57,46
28,0,********,5,0,2,0,1,0,3.0,0,0,49,60,54
29,1,********,4,0,1,0,2,1,0.0,1,1,43,44,43
30,0,********,2,0,2,1,1,1,3.0,0,0,64,76,71
31,0,********,0,1,1,1,2,1,2.1458942516082424,0,1,68,78,74
33,0,********,5,0,0,2,0,1,2.0,0,0,60,84,85
34,0,********,5,1,0,1,1,1,0.0,0,2,57,58,67
35,1,********,0,1,0,1,1,1,2.0,1,0,78,81,77
36,1,********,2,1,0,1,0,1,1.0,1,1,79,72,74
37,1,********,1,1,2,2,0,1,0.0,1,0,77,69,67
38,1,********,2,0,1,2,1,1,3.0,1,0,57,49,39
39,0,********,5,0,1,1,2,0,2.0,2,0,44,55,48
41,1,********,0,1,1,1,0,0,3.0,0,2,94,87,87
42,1,********,0,1,0,4,2,0,3.0,1,0,72,65,62
43,0,********,2,1,0,1,2,0,3.0,0,3,52,69,71
45,1,********,6,0,1,1,2,1,2.0,0,3,86,83,77
46,0,********,2,1,0,1,2,1,3.0,1,3,85,89,88
47,1,********,6,1,0,2,3,0,4.0,1,2,66,66,66
48,0,********,2,1,1,1,1,1,1.0,1,1,57,58,57
49,0,********,2,1,2,1,1,1,3.0,0,2,70,78,80
50,1,********,4,0,0,1,2,1,1.0,0,0,87,82,90
51,1,********,2,1,1,4,2,1,1.0,1,2,52,50,44
53,1,********,4,1,0,1,0,1,2.1458942516082424,0,1,63,62,57
54,0,********,1,1,1,1,2,1,0.0,0,0,74,84,79
55,0,********,1,1,1,1,2,0,1.0,1,0,54,58,57
57,0,********,4,1,0,2,1,1,0.0,2,0,83,87,90
58,1,********,0,0,1,1,2,1,1.0,1,0,48,59,51
59,1,********,5,1,1,1,2,1,2.1458942516082424,1,0,70,62,49
60,1,********,3,1,0,1,1,0,4.0,0,0,67,65,65
61,0,********,5,1,0,1,1,0,4.0,0,0,73,70,79
62,0,********,5,0,0,1,1,0,1.0,1,1,47,56,61
63,1,********,0,0,1,4,0,0,3.0,1,0,40,36,33
64,1,********,0,1,0,2,1,1,1.0,1,0,71,70,68
66,1,********,5,1,2,0,1,1,5.0,1,1,80,69,72
67,1,********,4,0,1,1,1,1,3.0,1,1,51,54,52
69,1,********,2,1,1,1,0,1,4.0,0,0,78,71,63
70,1,********,5,1,1,1,1,1,4.0,1,0,62,71,62
71,0,********,0,1,1,1,1,2,2.0,1,1,73,65,65
72,1,********,1,0,2,1,1,1,1.0,0,2,54,52,54
73,0,********,2,0,1,1,0,1,3.0,0,2,53,64,65
74,0,********,1,1,1,2,2,1,1.0,0,0,91,94,99
75,1,********,5,0,1,1,2,1,2.0,1,0,68,63,58
76,1,********,4,1,1,0,2,1,1.0,1,0,90,85,85
77,1,********,6,0,1,1,1,0,1.0,1,0,65,69,67
78,0,********,0,0,1,2,2,1,3.0,1,1,33,41,41
79,1,********,4,0,0,1,1,1,1.0,1,1,77,81,85
80,0,********,4,1,2,0,2,0,3.0,1,0,73,81,89
83,1,********,4,1,1,1,1,0,1.0,0,1,87,87,88
84,0,********,4,0,0,0,0,1,3.0,2,1,50,65,70
85,1,********,5,0,2,2,2,1,2.0,1,2,33,32,28
86,0,********,0,0,0,1,2,2,2.0,0,1,59,74,72
87,1,********,2,0,1,1,2,1,3.0,1,0,51,47,42
88,1,********,4,1,0,1,0,1,4.0,0,2,53,68,60
89,1,********,6,0,0,1,2,0,2.1458942516082424,1,2,82,80,81
90,0,********,5,1,1,1,2,1,2.0,2,1,72,78,78
91,0,********,0,1,1,1,2,1,5.0,1,2,87,100,97
92,0,********,0,1,0,1,0,1,0.0,1,0,80,82,88
93,1,********,4,1,2,1,2,0,3.0,1,1,53,56,62
94,1,********,6,1,1,0,2,0,2.0,1,1,87,76,76
95,1,********,4,1,1,0,2,0,5.0,1,2,98,92,87
96,1,********,4,1,1,1,2,0,2.1458942516082424,1,0,100,98,95
97,1,********,6,0,1,0,2,0,2.0,0,2,42,55,43
98,1,********,2,0,1,1,0,1,3.0,1,0,56,71,65
100,1,********,5,1,1,4,2,1,2.1458942516082424,1,0,61,57,59
101,1,********,0,1,1,1,0,0,3.0,1,0,79,80,78
102,0,********,0,1,1,2,2,0,1.0,1,1,60,70,67
103,0,********,0,1,0,2,0,0,2.0,1,0,89,98,97
104,1,********,3,1,1,1,0,2,1.0,0,2,80,72,68
105,0,********,4,1,0,0,1,1,1.0,0,2,88,99,100
106,1,********,6,1,0,1,1,1,1.0,1,0,63,61,55
107,0,********,2,1,1,4,2,1,1.0,1,0,78,75,77
108,0,********,2,0,1,2,2,1,3.0,2,1,65,70,73
109,1,********,0,0,0,2,2,0,2.0,0,0,83,78,74
110,1,********,1,1,0,1,2,1,2.0,1,0,87,78,88
111,0,********,0,1,1,1,1,1,1.0,1,0,83,76,82
112,1,********,5,1,0,1,2,1,3.0,1,0,60,56,55
113,0,********,3,1,0,1,0,1,7.0,2,0,68,78,85
114,0,********,4,1,0,2,3,0,1.0,0,0,95,98,94
115,1,********,1,1,0,1,2,1,0.0,0,2,67,60,58
116,1,********,0,1,1,2,2,1,3.0,1,2,64,56,52
117,1,********,5,1,1,2,2,0,2.0,1,0,53,34,41
118,0,********,4,0,0,1,1,0,2.0,2,0,64,76,79
119,1,********,5,1,0,1,1,1,1.0,0,0,56,55,60
120,0,********,4,1,0,1,2,1,2.0,0,1,53,66,68
121,0,********,5,1,0,1,2,0,3.0,0,0,92,92,95
122,0,********,2,1,1,1,2,1,4.0,1,1,73,82,81
123,1,********,6,1,1,2,2,0,2.0,1,1,82,69,61
124,0,********,4,0,0,2,2,1,3.0,0,1,54,74,73
125,1,********,2,1,0,1,2,1,4.0,1,0,50,57,53
126,1,********,4,1,0,0,1,1,4.0,0,0,78,64,72
127,0,********,6,1,1,1,1,1,7.0,1,0,92,88,83
128,1,********,0,1,1,2,1,1,4.0,1,1,51,44,36
129,0,********,0,0,0,1,2,0,4.0,2,2,69,79,79
130,1,********,4,1,1,1,1,0,2.1458942516082424,2,0,56,52,54
131,0,********,0,1,0,1,2,0,1.0,0,0,80,100,98
132,1,********,0,0,1,1,2,1,2.1458942516082424,1,0,60,47,45
133,1,********,1,1,1,0,2,0,3.0,2,0,79,65,63
134,1,********,4,1,0,1,1,1,0.0,0,1,89,82,81
135,1,********,3,1,1,1,2,1,1.0,1,0,90,92,88
136,0,********,2,1,0,1,1,1,5.0,1,1,55,57,61
137,0,********,0,1,1,1,2,1,1.0,1,0,59,64,69
138,1,********,4,1,1,1,2,0,2.0,0,0,77,72,68
139,0,********,4,0,0,1,2,1,2.0,1,1,46,65,63
140,0,********,5,0,0,2,1,1,3.0,2,0,45,54,58
141,0,********,5,0,1,3,1,1,1.0,1,1,72,70,77
142,0,********,5,1,1,1,2,1,1.0,1,2,51,61,58
143,0,********,4,0,0,1,2,1,2.0,1,0,76,85,87
144,1,********,4,1,1,2,2,1,2.1458942516082424,1,2,59,53,47
145,0,********,2,1,1,1,2,0,3.0,1,0,77,88,79
146,1,********,5,0,1,2,2,1,0.0,0,1,57,56,46
147,1,********,5,0,1,2,2,0,5.0,1,0,51,40,41
148,1,********,2,0,0,1,2,1,0.0,2,0,64,58,53
149,0,********,0,1,1,0,1,0,1.0,0,0,90,99,93
150,0,********,5,1,1,1,1,2,0.0,0,3,84,95,84
151,0,********,0,1,0,1,2,1,0.0,1,2,74,81,79
152,1,********,5,0,1,2,2,1,3.0,1,1,52,53,41
153,1,********,5,0,1,0,2,1,3.0,2,0,53,57,53
154,1,********,3,0,0,1,1,1,0.0,1,0,67,63,67
155,1,********,2,1,1,2,2,1,0.0,2,0,76,73,72
156,1,********,3,0,1,4,2,0,2.0,1,0,72,67,72
157,1,********,5,1,1,2,0,1,3.0,1,3,41,40,34
159,0,********,0,1,1,1,1,1,4.0,1,0,56,66,63
160,1,********,4,1,1,2,2,0,2.1458942516082424,1,0,68,58,64
161,1,********,6,1,1,2,0,1,3.0,1,0,70,66,67
162,0,********,3,0,1,2,2,1,1.0,1,1,49,55,54
163,1,********,4,0,0,2,2,1,5.0,1,2,64,64,71
165,1,********,5,0,1,1,2,1,4.0,1,1,72,71,65
167,1,********,4,0,1,1,0,0,1.0,1,2,49,55,53
168,1,********,0,1,1,2,1,1,2.1458942516082424,0,0,96,84,85
169,1,********,0,0,0,0,0,0,3.0,1,0,60,64,61
170,1,********,5,1,0,2,2,1,2.0,1,2,81,66,68
171,1,********,1,1,1,1,1,0,2.1458942516082424,1,2,77,65,71
172,0,********,2,1,0,2,1,1,4.0,1,0,74,85,86
174,0,********,1,1,0,2,2,0,3.0,1,2,92,86,94
175,0,********,2,0,1,2,1,1,2.0,0,0,47,59,56
176,1,********,2,0,1,1,1,1,1.0,0,1,46,50,41
177,0,********,4,1,1,0,2,0,1.0,0,0,64,67,73
178,0,********,0,0,1,1,2,1,2.0,1,0,46,62,62
179,1,********,2,0,1,1,2,2,4.0,1,2,80,73,70
181,1,********,2,1,1,0,2,1,1.0,1,0,74,68,64
182,0,********,2,0,1,1,2,1,2.0,1,0,56,71,68
184,1,********,5,0,0,1,2,0,3.0,1,2,37,40,39
185,1,********,6,1,1,1,1,0,2.0,1,0,78,61,65
186,1,********,4,0,0,2,2,0,1.0,0,0,32,37,37
187,1,********,4,1,1,1,1,1,4.0,1,1,70,66,61
188,0,********,0,1,0,1,2,1,1.0,1,1,74,81,82
189,0,********,0,0,1,1,1,1,4.0,0,3,63,74,71
190,1,********,2,1,1,1,2,1,2.0,1,0,66,60,51
191,1,********,4,0,0,1,2,0,2.0,0,0,74,81,82
192,1,********,2,1,0,0,2,1,0.0,1,0,61,70,69
193,0,********,2,1,1,1,1,1,1.0,1,0,80,79,84
194,0,********,6,1,0,3,1,0,5.0,1,2,79,84,87
195,1,********,6,0,1,2,1,0,2.0,1,0,71,68,57
196,1,********,3,1,1,1,2,0,3.0,1,0,87,67,75
197,1,********,0,1,1,0,2,1,1.0,1,0,66,54,54
198,1,********,2,1,2,2,2,1,4.0,1,0,68,60,56
199,0,********,1,1,0,0,1,1,1.0,2,0,86,91,93
200,1,********,0,0,1,1,1,0,1.0,0,1,68,66,67
201,1,********,2,1,1,2,0,0,3.0,1,1,70,58,66
203,1,********,2,1,1,1,2,1,3.0,1,0,72,70,65
204,0,********,2,1,0,1,1,1,2.0,1,0,93,93,97
205,1,********,0,1,0,4,0,1,2.0,0,1,81,92,83
206,0,********,5,0,1,1,0,1,1.0,0,1,24,36,40
207,0,********,6,1,0,1,2,0,1.0,2,2,66,88,83
208,0,********,2,0,1,1,2,1,2.0,0,0,51,61,57
209,0,********,5,1,0,2,1,1,1.0,1,0,64,77,80
210,0,********,6,1,1,1,2,1,4.0,1,3,65,72,71
211,1,********,2,0,0,1,2,1,0.0,0,2,60,61,59
212,0,********,4,1,1,1,1,0,4.0,0,0,73,80,74
213,0,********,5,0,1,2,2,0,4.0,1,1,41,54,49
214,1,********,5,0,1,2,1,0,1.0,1,2,45,45,43
215,0,********,2,1,1,2,0,1,2.0,0,2,81,91,87
216,1,********,0,1,1,1,2,1,4.0,0,1,82,83,82
217,0,********,4,0,0,2,2,1,0.0,1,0,70,81,84
218,1,********,3,0,1,1,1,0,2.0,2,0,54,49,48
219,1,********,6,1,2,2,2,1,1.0,1,0,72,68,61
220,0,********,6,1,1,1,1,1,4.0,1,2,98,96,99
221,0,********,0,1,1,2,2,1,2.0,1,1,69,82,77
222,1,********,0,0,1,1,0,1,0.0,1,2,55,51,40
223,0,********,4,1,1,2,0,0,1.0,1,0,64,65,66
224,1,********,4,1,2,1,1,1,0.0,1,1,55,45,45
225,0,********,2,1,0,1,0,0,1.0,1,2,52,67,66
226,0,********,0,1,0,2,2,0,4.0,1,0,91,85,86
227,0,********,2,1,1,1,2,1,2.1458942516082424,1,1,42,58,52
228,1,********,0,1,2,1,1,0,1.0,0,0,100,89,87
229,1,********,4,1,1,2,2,1,2.1458942516082424,1,2,66,55,45
230,1,********,0,1,0,1,2,0,3.0,0,0,69,75,70
231,1,********,4,1,1,1,1,1,2.0,0,2,44,45,41
232,0,********,6,1,1,1,2,1,3.0,1,0,86,87,83
233,0,********,5,1,2,4,1,1,1.0,0,0,55,64,65
234,1,********,4,0,2,2,2,0,4.0,2,2,59,44,47
235,1,********,4,0,1,4,0,0,3.0,0,1,39,37,39
236,1,********,5,1,1,1,1,1,2.0,1,1,75,64,62
237,1,********,2,1,1,0,2,2,0.0,1,2,57,55,49
238,0,********,2,1,2,1,2,1,1.0,0,1,74,82,79
239,0,********,4,1,1,1,2,0,1.0,0,2,80,89,89
240,0,********,2,0,1,0,2,2,4.0,1,0,52,59,61
241,1,********,6,1,0,1,1,1,2.0,1,0,86,84,86
242,1,********,2,0,1,1,1,1,1.0,1,0,43,38,31
243,1,********,1,1,2,1,0,1,2.0,0,0,68,76,73
244,0,********,2,0,0,1,2,1,4.0,2,0,54,59,64
245,0,********,5,0,1,2,0,1,2.0,0,2,34,46,48
246,0,********,0,0,0,1,1,1,1.0,2,0,57,54,64
247,1,********,5,0,0,3,1,1,3.0,0,0,79,60,61
248,0,********,4,1,1,1,2,1,6.0,0,2,89,93,86
249,1,********,1,1,0,1,1,1,1.0,1,2,68,60,70
250,1,********,4,1,1,1,1,1,1.0,0,0,92,86,77
251,0,********,3,1,1,3,2,0,3.0,1,2,87,82,81
252,0,********,4,0,0,0,0,1,4.0,1,0,51,72,73
254,0,********,5,1,0,1,2,1,3.0,1,0,69,92,85
255,1,********,0,1,0,2,1,1,1.0,1,0,95,93,88
256,0,********,5,1,2,4,1,1,2.0,1,0,44,42,48
257,0,********,1,1,1,1,1,0,2.0,2,0,85,93,92
258,1,********,4,1,1,1,1,1,1.0,0,2,64,63,59
259,0,********,5,0,1,1,2,0,3.0,0,0,68,75,68
260,1,********,1,1,0,1,2,0,2.0,0,2,100,93,100
262,1,********,5,1,2,1,2,0,4.0,1,0,64,53,51
263,1,********,5,1,0,2,2,1,2.1458942516082424,0,0,86,85,84
264,1,********,4,1,0,1,0,0,4.0,1,0,83,77,76
265,0,********,5,1,1,1,1,0,3.0,2,3,63,63,61
266,1,********,5,0,1,1,1,2,2.0,2,2,43,38,34
267,1,********,2,1,0,1,0,1,1.0,0,0,84,71,77
268,0,********,3,1,1,1,2,1,2.0,0,0,75,85,83
269,0,********,4,1,0,0,1,1,3.0,0,0,82,71,80
270,1,********,0,1,1,1,2,1,1.0,1,1,91,85,86
271,0,********,1,1,0,1,1,0,3.0,0,1,80,85,96
272,1,********,2,1,0,4,2,0,2.0,1,2,81,81,77
273,0,********,0,1,1,1,2,1,0.0,0,1,56,65,65
274,1,********,0,1,1,1,2,1,1.0,0,1,96,84,83
275,0,********,5,0,1,2,2,1,3.0,1,2,40,55,52
276,0,********,1,0,2,1,1,1,2.0,0,1,78,97,94
277,1,********,0,1,2,1,3,1,0.0,0,0,80,70,69
278,1,********,5,1,1,2,1,0,3.0,0,0,74,73,69
279,1,********,5,1,1,1,2,0,2.0,0,0,82,72,73
280,0,********,1,1,1,1,1,1,2.1458942516082424,1,2,70,79,84
281,0,********,2,1,0,1,2,1,2.1458942516082424,1,0,71,76,75
282,0,********,0,1,0,1,2,1,0.0,1,0,88,97,99
283,0,********,2,0,0,1,1,1,3.0,0,2,65,73,71
284,0,********,1,1,0,1,2,0,2.0,0,1,87,86,89
285,0,********,1,1,1,2,1,1,2.0,1,1,65,79,78
286,1,********,0,0,0,1,0,1,0.0,0,0,48,61,58
287,0,********,5,1,0,1,0,1,0.0,1,0,64,72,71
288,0,********,0,0,1,1,2,0,3.0,0,0,60,72,76
289,0,********,0,1,1,1,3,1,1.0,1,0,67,84,84
290,0,********,4,1,1,2,2,1,3.0,1,0,48,59,61
291,1,********,4,1,0,1,1,1,2.0,1,0,77,80,74
292,0,********,5,0,1,1,2,1,4.0,0,0,61,77,73
293,0,********,4,0,1,1,1,1,3.0,0,0,76,83,83
294,0,********,2,1,0,4,1,1,5.0,1,1,82,96,91
295,0,********,4,1,2,1,2,1,0.0,1,0,77,75,73
296,0,********,2,1,0,2,2,1,1.0,0,0,71,82,87
297,0,********,1,1,1,1,2,1,4.0,1,1,66,71,73
298,1,********,4,0,1,0,1,0,1.0,1,0,58,55,55
299,1,********,1,0,1,1,1,1,2.0,0,0,69,69,64
300,0,********,5,1,0,0,1,0,2.0,1,1,60,69,73
301,1,********,0,1,0,4,1,0,4.0,0,0,74,86,84
302,0,********,4,1,1,0,2,1,1.0,0,0,62,65,64
303,0,********,5,0,1,2,1,1,1.0,0,0,44,54,52
304,0,********,5,1,1,0,1,0,1.0,2,0,67,60,59
305,1,********,2,0,1,1,2,1,3.0,0,0,68,67,62
306,0,********,1,1,2,4,1,1,3.0,1,0,78,81,83
307,1,********,1,1,0,0,2,1,2.0,1,0,60,66,67
308,1,********,0,0,0,0,1,1,2.0,1,1,60,61,61
309,0,********,0,1,1,1,1,0,1.0,0,0,71,75,74
310,1,********,5,1,1,2,1,1,4.0,1,1,71,71,67
311,0,********,0,1,1,1,2,0,3.0,0,0,66,70,69
312,0,********,0,1,1,1,0,1,0.0,0,2,54,66,66
313,1,********,4,1,1,1,2,1,3.0,2,1,74,67,62
314,1,********,1,1,1,1,2,1,2.0,2,1,72,65,58
315,0,********,5,1,2,1,2,1,2.0,2,0,86,93,90
316,1,********,0,1,1,1,1,1,1.0,1,2,66,63,59
317,1,********,4,1,2,1,1,1,4.0,1,1,77,79,77
318,0,********,4,1,1,0,1,1,2.0,0,0,70,78,77
319,1,********,5,0,1,1,2,0,2.0,2,0,71,66,70
320,0,********,4,1,1,2,2,1,1.0,2,1,81,97,96
321,1,********,2,1,0,1,0,1,2.1458942516082424,1,0,69,79,75
322,1,********,5,1,1,1,0,1,1.0,0,0,56,53,50
323,0,********,4,1,1,1,3,1,4.0,0,1,76,74,75
324,0,********,6,1,1,1,2,0,2.0,1,1,68,73,76
325,1,********,2,1,0,2,1,1,3.0,1,1,97,88,89
326,0,********,5,1,1,2,2,0,5.0,0,0,66,79,75
327,0,********,4,0,1,1,2,1,2.1458942516082424,1,2,71,89,83
329,1,********,2,1,0,2,2,0,3.0,0,0,67,58,60
330,0,********,2,0,1,1,1,1,3.0,0,1,71,83,78
331,0,********,0,1,1,4,2,1,0.0,1,2,78,91,93
332,0,********,4,1,0,2,2,1,2.1458942516082424,0,1,63,66,69
333,0,********,5,1,2,1,1,0,4.0,1,1,83,85,87
334,0,********,2,0,0,0,2,1,3.0,0,2,71,83,81
335,0,********,4,1,0,0,3,0,2.0,1,2,72,79,80
336,1,********,2,0,1,1,2,0,1.0,0,0,77,68,64
338,1,********,0,1,0,2,2,2,4.0,1,0,85,86,85
339,0,********,1,0,0,1,2,1,4.0,0,1,54,66,67
340,0,********,2,1,2,0,1,1,1.0,1,0,61,72,72
341,1,********,5,1,1,0,2,1,1.0,1,2,84,77,65
342,0,********,5,1,0,1,2,0,2.0,0,0,76,79,81
343,0,********,1,0,1,1,2,1,3.0,0,0,71,82,85
344,0,********,2,1,1,1,1,1,4.0,1,0,62,61,64
345,0,********,5,0,1,2,0,1,1.0,0,1,36,53,52
346,1,********,2,1,0,3,2,0,1.0,2,0,78,65,67
347,0,********,4,0,1,4,0,1,1.0,1,1,69,80,81
348,0,********,2,1,1,0,2,1,3.0,1,0,51,50,54
349,1,********,0,0,1,1,2,1,2.0,0,2,60,60,58
350,1,********,2,1,1,1,2,1,0.0,1,2,99,86,79
351,0,********,5,1,0,1,1,1,1.0,0,0,57,73,74
352,0,********,4,1,1,2,1,1,1.0,0,0,94,92,88
353,0,********,4,1,0,1,2,1,2.0,0,1,51,63,65
354,0,********,5,0,1,2,1,1,1.0,1,1,31,36,30
355,0,********,6,1,0,1,2,1,1.0,1,1,41,65,60
357,1,********,4,1,1,1,2,1,3.0,0,2,72,58,55
358,0,********,0,0,1,1,2,0,2.1458942516082424,1,1,69,82,77
359,0,********,4,1,1,1,2,1,2.0,0,1,55,65,59
360,0,********,2,1,0,1,1,1,1.0,1,0,84,84,85
361,0,********,0,0,1,2,2,1,4.0,1,2,61,75,71
362,1,********,2,1,1,0,1,1,0.0,1,0,72,77,66
363,0,********,0,0,1,1,2,1,1.0,1,2,79,87,78
364,1,********,4,0,2,1,2,0,3.0,0,0,65,73,68
365,0,********,3,1,1,1,2,0,2.0,2,1,56,64,70
366,0,********,4,1,0,0,2,0,1.0,0,1,48,56,61
367,1,********,4,1,1,1,1,1,4.0,1,2,83,82,83
368,1,********,6,0,1,4,2,2,2.1458942516082424,1,0,72,64,63
369,0,********,5,1,1,1,3,0,1.0,1,0,74,75,81
370,0,********,1,0,1,1,1,1,5.0,2,0,77,96,89
371,1,********,6,1,1,4,1,1,2.0,0,0,69,65,66
372,0,********,0,1,1,2,2,1,2.0,0,0,79,86,89
373,0,********,2,1,1,0,2,0,1.0,1,0,78,87,83
374,0,********,5,1,0,1,2,1,2.0,0,0,64,80,85
375,0,********,5,1,1,0,2,1,1.0,1,0,86,89,89
376,1,********,1,0,0,0,3,0,2.0,0,0,64,72,77
377,1,********,5,0,0,2,2,1,1.0,2,0,76,69,69
378,0,********,5,0,0,1,0,0,1.0,1,1,53,77,79
380,0,********,0,1,0,3,2,1,1.0,0,1,47,59,67
381,0,********,5,1,1,1,1,1,2.0,0,0,62,76,69
382,1,********,2,1,2,1,2,1,3.0,1,0,89,76,73
383,0,********,1,1,1,1,2,1,3.0,0,0,58,68,69
384,0,********,4,1,1,2,2,1,2.0,0,0,53,55,57
385,0,********,3,1,1,1,1,0,2.0,1,0,66,86,82
386,0,********,0,0,0,1,2,1,4.0,1,1,87,95,98
388,0,********,6,0,1,1,2,1,7.0,0,0,51,56,60
389,0,********,0,1,0,0,1,0,3.0,1,1,59,62,68
390,1,********,6,1,0,0,2,1,3.0,0,1,83,92,88
391,0,********,6,1,1,1,2,2,2.0,0,1,75,82,75
392,0,********,0,1,1,1,2,1,1.0,0,0,77,86,81
393,0,********,4,1,0,1,2,0,4.0,1,1,72,77,74
394,1,********,4,1,0,3,2,1,4.0,1,0,83,75,82
395,1,********,2,0,1,1,1,1,2.1458942516082424,1,0,35,32,29
396,1,********,5,1,0,1,2,0,1.0,0,0,85,91,89
397,1,********,1,1,0,2,1,0,6.0,0,0,86,73,78
398,0,********,5,1,1,2,1,1,2.0,0,1,55,62,64
399,1,********,4,1,1,2,0,1,3.0,0,0,67,77,70
